Animal Name,Type of Animal,Primary Breed,TPD Sector,Latitude & Longitude,count
SPOOKY,CAT,DOMESTIC SH,3,"(47.193412, -122.495892)",1
KALI,DOG,PIT BULL,4,"(47.203377, -122.418201)",1
SAM,DOG,GERM SHEPHERD,5,"(47.238454, -122.514875)",1
CHERRIO,DOG,AUST CATTLE DOG,1,"(47.259708, -122.442892)",1
LUCY,CAT,DOMESTIC SH,3,"(47.212277, -122.49502)",1
LEIA,CAT,DOMESTIC LH,,"(47.294948, -122.393212)",1
COSMO,DOG,SHIH TZU,4,"(47.201977, -122.41672)",1
ROOSTER,DOG,GERM SHEPHERD,2,"(47.290083, -122.500203)",1
BEAR,CAT,SIAMESE,3,"(47.22027, -122.453526)",1
ETHEL,DOG,CHIHUAHUA SH,1,"(47.289004, -122.384884)",1
THELMA,DOG,LABRADOR RETR,4,"(47.214808, -122.449092)",1
GUS,DOG,BORDER COLLIE,2,"(47.295668, -122.522652)",1
HUXLEY,DOG,LABRADOR RETR,,"(47.299198, -122.391652)",1
BODIE,DOG,LABRADOR RETR,1,"(47.249219, -122.434776)",1
SASSY,DOG,SHIH TZU,4,"(47.182189, -122.431055)",1
HENRY,DOG,DACHSHUND,1,"(47.246998, -122.434352)",1
RILEY,CAT,DOMESTIC LH,2,"(47.269831, -122.492175)",1
LOVE,DOG,YORKSHIRE TERR,2,"(47.300647, -122.522116)",1
PILL,CAT,DOMESTIC LH,3,"(47.195074, -122.494953)",1
MOO,CAT,DOMESTIC SH,2,"(47.275078, -122.49422)",1
JIGGLYPUFF,CAT,DOMESTIC SH,4,"(47.177198, -122.43702)",1
SAVY,DOG,CHIHUAHUA SH,2,"(47.274147, -122.521894)",1
CANNOLI,CAT,DOMESTIC SH,2,"(48.236518, -101.296052)",1
ZOEY,DOG,CAVALIER SPAN,3,"(47.226055, -122.453962)",1
BAILEY,DOG,PIT BULL,4,"(47.230215, -122.426858)",1
SEBALD,CAT,DOMESTIC LH,1,"(47.236968, -122.44792)",1
HARLEY,DOG,CHIHUAHUA LH,3,"(47.198277, -122.49792)",1
MABEL,CAT,DOMESTIC SH,2,"(47.264378, -122.496534)",1
BINX,CAT,DOMESTIC SH,2,"(47.268035, -122.522931)",1
HONEY,DOG,PUG,4,"(47.185477, -122.42442)",1
BABY,CAT,DOMESTIC SH,4,"(47.22117, -122.435194)",1
BISCUIT,CAT,DOMESTIC MH,2,"(47.262268, -122.454252)",1
PIXEL,CAT,DOMESTIC SH,2,"(47.266178, -122.452062)",1
,DOG,PIT BULL,4,"(47.221077, -122.41552)",1
JMACK,CAT,AMER SH,2,"(47.272048, -122.518862)",1
HUEY,CAT,DOMESTIC SH,,"(47.183377, -122.455222)",1
BELLA,DOG,POODLE MIN,2,"(47.268535, -122.52555)",1
JULIET,CAT,DOMESTIC SH,4,"(47.221077, -122.43932)",1
OLLIE,DOG,GOLDEN RETR,2,"(47.274068, -122.464772)",1
LUCY,DOG,BASSET HOUND,2,"(47.250183, -122.546529)",1
MAZU,DOG,LABRADOR RETR,2,"(47.269677, -122.477392)",1
MAXWELL,DOG,AUST CATTLE DOG,4,"(47.215477, -122.447272)",1
MAYA,DOG,LABRADOR RETR,3,"(47.212233, -122.498534)",1
GIANNI,DOG,MALTESE,2,"(47.291677, -122.500692)",1
NALA-NANI,DOG,BOXER,4,"(47.200711, -122.432211)",1
LEO,DOG,AMER BULLDOG,4,"(47.230677, -122.42672)",1
CHICA,CAT,DOMESTIC LH,2,"(47.254114, -122.527635)",1
ABBY,DOG,POODLE TOY,2,"(47.268535, -122.52555)",1
LADY,DOG,POINTER,2,"(47.248858, -122.473872)",1
CACHEE,CAT,DOMESTIC SH,2,"(47.246994, -122.535422)",1
JINGER,DOG,CAVALIER SPAN,2,"(47.244248, -122.547364)",1
DYLAN,DOG,HOUND,1,"(47.287754, -122.375602)",1
GALILEO,CAT,DOMESTIC MH,1,"(47.251777, -122.46082)",1
CHOPPER,CAT,DOMESTIC SH,2,"(47.277647, -122.507454)",1
COOPER,DOG,COCKER SPAN,4,"(47.219535, -122.4474)",1
CHARLIE,CAT,DOMESTIC SH,2,"(47.272758, -122.468392)",1
ROCKY,DOG,CAIRN TERRIER,4,"(47.234198, -122.417458)",1
RAGNAR,CAT,DOMESTIC SH,1,"(47.300478, -122.390552)",1
SHANE,DOG,GERM WH POINT,2,"(47.264378, -122.496534)",1
BUFFY,CAT,SIAMESE,1,"(47.250277, -122.45612)",1
KITTEN,CAT,DOMESTIC MH,,"(47.226418, -122.455642)",1
MELLOW,CAT,DOMESTIC MH,2,"(47.259277, -122.51242)",1
FIDO,DOG,BOSTON TERRIER,2,"(47.268353, -122.469646)",1
ANNIE,DOG,LABRADOR RETR,,"(47.300768, -122.394182)",1
TIGER,CAT,DOMESTIC SH,3,"(47.201953, -122.474007)",1
PHIL,CAT,SIAMESE,1,"(47.234758, -122.438042)",1
OZZIE,CAT,AMER CURL SH,3,"(47.189277, -122.47932)",1
DAMIAN,CAT,DOMESTIC LH,1,"(47.288122, -122.39963)",1
DOC,DOG,BRITTANY,5,"(47.239102, -122.511811)",1
JEWEL,CAT,DOMESTIC SH,2,"(47.279138, -122.497672)",1
MAIZY,DOG,PARSON RUSS TER,3,"(47.182588, -122.45592)",1
WOLFIE,DOG,POMERANIAN,4,"(47.203419, -122.435208)",1
LADY,DOG,GOLDEN RETR,4,"(47.176773, -122.439122)",1
DOG,DOG,JACK RUSS TERR,3,"(47.233608, -122.494952)",1
MEIGI,DOG,CHIHUAHUA SH,1,"(47.24109, -122.451132)",1
PRINCESS,CAT,DOMESTIC SH,1,"(47.276407, -122.373815)",1
NEWTON ISSAC,DOG,YORKSHIRE TERR,3,"(47.231977, -122.481724)",1
CHEWY,DOG,PEKINGESE,3,"(47.224557, -122.451131)",1
MISSY,CAT,DOMESTIC SH,3,"(47.182863, -122.459983)",1
MITCH,DOG,LABRADOR RETR,2,"(47.269878, -122.48222)",1
LOLA,CAT,DOMESTIC SH,3,"(47.222278, -122.503762)",1
LUCKY,DOG,PARSON RUSS TER,2,"(47.288846, -122.502866)",1
SIMON,CAT,RUSSIAN BLUE,2,"(47.260189, -122.502951)",1
JUMP,DOG,GERM SHEPHERD,5,"(47.240421, -122.515874)",1
AXEL,DOG,SIBERIAN HUSKY,2,"(47.298328, -122.524212)",1
GIZMO,CAT,DOMESTIC SH,,"(47.2976, -122.388142)",1
BELLA,DOG,GERM SHEPHERD,4,"(47.186814, -122.442332)",1
LUKE,DOG,BASENJI,4,"(47.209708, -122.451981)",1
LIZZIE,DOG,FOX TERR WIRE,2,"(47.259668, -122.522522)",1
JACK,CAT,DOMESTIC SH,4,"(47.186817, -122.436304)",1
KEELIE,DOG,GERM SHEPHERD,4,"(47.228774, -122.412006)",1
BELLE,DOG,BASSET HOUND,1,"(47.315278, -122.426402)",1
BATMAN,CAT,DOMESTIC SH,2,"(47.26209, -122.461809)",1
STARRY,CAT,AMER SH,,"(47.214568, -122.479972)",1
TALOOSE,CAT,DOMESTIC SH,2,"(47.264138, -122.46322)",1
RUSTY,DOG,AUST SHEPHERD,2,"(47.26536, -122.466934)",1
LITTLE GIRL,CAT,DOMESTIC SH,2,"(47.258714, -122.491416)",1
JOAN,CAT,DOMESTIC LH,1,"(47.275437, -122.355893)",1
LUNA,DOG,SIBERIAN HUSKY,1,"(47.2976, -122.388142)",1
GRACIE,DOG,CHIHUAHUA SH,5,"(47.223418, -122.508266)",1
BELLE,CAT,DOMESTIC MH,2,"(47.275178, -122.495)",1
BONNIE,DOG,GERM SHEPHERD,2,"(47.269028, -122.483142)",1
LUCKY,CAT,DOMESTIC SH,2,"(47.253254, -122.48281)",1
BUDDY,CAT,DOMESTIC SH,1,"(47.293452, -122.386875)",1
FENNY,DOG,GOLDEN RETR,1,"(47.294877, -122.38652)",1
BUSTER,DOG,PIT BULL,4,"(47.229818, -122.430201)",1
OTIS,DOG,LABRADOR RETR,3,"(47.20878, -122.464291)",1
BEAU,DOG,REDBONE HOUND,2,"(47.265911, -122.527776)",1
GINA,CAT,DOMESTIC SH,2,"(47.244613, -122.511275)",1
KHAN,DOG,GERM SHEPHERD,4,"(47.210652, -122.436987)",1
ABBY,CAT,DOMESTIC SH,2,"(47.283785, -122.513641)",1
MOXY,DOG,CHIHUAHUA LH,4,"(47.174571, -122.442364)",1
SAMANTHA,DOG,SHIH TZU,2,"(47.299277, -122.52392)",1
LETO,CAT,DOMESTIC SH,4,"(47.230215, -122.426858)",1
ELOISE,DOG,SHIH TZU,4,"(47.199777, -122.44942)",1
MAGGIE,CAT,DOMESTIC SH,5,"(47.219588, -122.525279)",1
SOPIE,CAT,SIAMESE,2,"(47.260422, -122.513572)",1
JULIA,CAT,DOMESTIC MH,4,"(47.229678, -122.417432)",1
COCO,DOG,IBIZAN HOUND,4,"(47.216968, -122.418562)",1
CERSEI,CAT,DOMESTIC MH,2,"(47.260308, -122.476638)",1
SHANDRA,CAT,DOMESTIC LH,3,"(47.226448, -122.458822)",1
MUFFIN,DOG,SHIH TZU,2,"(47.257359, -122.498789)",1
KONA,DOG,LABRADOR RETR,2,"(47.249045, -122.537486)",1
MR. JIM BUIS,DOG,PIT BULL,4,"(47.201577, -122.42692)",1
TILLY,DOG,NS DUCK TOLLING,2,"(47.272377, -122.52692)",1
BABI,DOG,GREAT DANE,4,"(47.191447, -122.412588)",1
BROWNIE,CAT,DOMESTIC LH,1,"(47.259238, -122.44152)",1
WHIPPY,DOG,SHIH TZU,1,"(47.292676, -122.388235)",1
ELLIOT,DOG,CHIHUAHUA SH,2,"(47.26666, -122.524766)",1
ATLAS,CAT,DOMESTIC SH,4,"(47.179477, -122.45012)",1
LEVI,CAT,DOMESTIC SH,4,"(47.175992, -122.444988)",1
MISS KITTY,CAT,RAGDOLL,4,"(47.22117, -122.435194)",1
WINSTON,DOG,GERM SHEPHERD,4,"(47.228558, -122.430359)",1
GIZMO,DOG,PARSON RUSS TER,4,"(47.230215, -122.426858)",1
INGRID,CAT,DOMESTIC SH,0,"(47.254774, -122.442201)",1
AKEEM,CAT,DOMESTIC MH,4,"(47.199677, -122.44622)",1
ALEX,DOG,DOBERMAN PINSCH,2,"(47.253169, -122.531742)",1
BENNY,DOG,SHIH TZU,2,"(47.265088, -122.468972)",1
LORETTA,DOG,CHIHUAHUA SH,2,"(47.251207, -122.488696)",1
JUNE,DOG,AUST CATTLE DOG,2,"(47.256748, -122.469092)",1
DUECE,CAT,DOMESTIC SH,3,"(47.225378, -122.505172)",1
KANGA,DOG,PIT BULL,2,"(47.246277, -122.49662)",1
SNICKERDOODL,DOG,PEKINGESE,2,"(47.260898, -122.465092)",1
LUCY LOU,DOG,PAPILLON,2,"(47.281833, -122.500798)",1
SARANA,DOG,MIN PINSCHER,4,"(47.221945, -122.438636)",1
SOPHIE,DOG,POODLE TOY,1,"(47.285277, -122.37602)",1
BUGSY,DOG,PUG,2,"(47.257328, -122.444392)",1
WILSON,DOG,PARSON RUSS TER,4,"(47.197773, -122.43282)",1
JACK,DOG,BEAGLE,5,"(47.221716, -122.514102)",1
BESSIE,DOG,LABRADOR RETR,4,"(47.194728, -122.43831)",1
DICKENS,DOG,YORKSHIRE TERR,2,"(47.257387, -122.533643)",1
ISABELLE,DOG,CHIHUAHUA LH,3,"(47.222677, -122.49462)",1
DIGGA,DOG,BORDER COLLIE,2,"(47.267244, -122.474489)",1
ZARA,DOG,GERM SHEPHERD,1,"(47.255268, -122.459242)",1
CUJO,DOG,SHIH TZU,2,"(47.251207, -122.488696)",1
ROXY,DOG,BOXER,5,"(47.235728, -122.508306)",1
NANI,DOG,BORDER COLLIE,4,"(47.196659, -122.430119)",1
NICO,DOG,BRITTANY,2,"(47.28736, -122.498904)",1
RIO,DOG,AUST CATTLE DOG,2,"(47.265911, -122.527776)",1
HARLEY,CAT,DOMESTIC SH,3,"(47.203963, -122.472692)",1
FOXY,DOG,BOXER,1,"(47.284578, -122.396082)",1
OREO,DOG,MIN PINSCHER,3,"(47.217828, -122.483002)",1
LUCY,DOG,BULLDOG,1,"(47.25282, -122.461905)",1
ZAYDA,DOG,ENG BULLDOG,3,"(47.204338, -122.506952)",1
CHIP,DOG,CHIHUAHUA SH,,"(47.259668, -122.519072)",1
MURPHY,DOG,SCOT TERRIER,4,"(47.198468, -122.450706)",1
HONEY,DOG,PIT BULL,4,"(47.172282, -122.438946)",1
DUSTY,CAT,DOMESTIC SH,2,"(47.25118, -122.498863)",1
LADY,DOG,AUST CATTLE DOG,3,"(47.206776, -122.482083)",1
FINNA,DOG,GERM SHEPHERD,2,"(47.284877, -122.50072)",1
KUSH,CAT,DOMESTIC MH,4,"(47.214277, -122.43542)",1
SHANDY,CAT,DOMESTIC LH,2,"(47.278803, -122.48256)",1
BENTLY,DOG,CHOW CHOW,2,"(47.260898, -122.465092)",1
BEN,DOG,PARSON RUSS TER,2,"(47.256438, -122.47212)",1
GUNTHER,CAT,DOMESTIC LH,,"(47.220077, -122.44092)",1
CHASE,DOG,CHIHUAHUA SH,1,"(47.247639, -122.447387)",1
KITTY,CAT,DOMESTIC MH,3,"(47.227754, -122.454573)",1
RASPUTIN,CAT,DOMESTIC SH,,"(47.250688, -122.49622)",1
PERCY,CAT,DOMESTIC SH,4,"(47.230215, -122.426858)",1
CHICA,DOG,PUG,2,"(47.274188, -122.487655)",1
EMMA,DOG,LABRADOR RETR,2,"(47.249362, -122.487123)",1
DACON,DOG,SHIBA INU,2,"(47.269908, -122.503582)",1
NAIA,DOG,LABRADOR RETR,2,"(47.268478, -122.530122)",1
ZEUS,DOG,CHIHUAHUA SH,2,"(47.253777, -122.51132)",1
PHOEBE,DOG,FRENCH BULLDOG,2,"(47.272377, -122.52692)",1
MARCEL,CAT,DOMESTIC SH,4,"(47.198083, -122.424958)",1
TABITHA,CAT,DOMESTIC LH,4,"(47.228558, -122.430359)",1
COSMO,CAT,DOMESTIC SH,2,"(47.293499, -122.518751)",1
,CAT,DOMESTIC SH,4,"(47.201724, -122.440905)",1
DR DOZZERMAN,DOG,DOBERMAN PINSCH,2,"(47.25289, -122.488232)",1
CINNAMON,DOG,IBIZAN HOUND,4,"(47.216968, -122.418562)",1
BARNEY,DOG,BOXER,1,"(47.283508, -122.370982)",1
PEANUT,DOG,AUST SHEPHERD,1,"(47.289004, -122.384884)",1
SIMON,CAT,DOMESTIC LH,1,"(47.286646, -122.372998)",1
ANGEL,DOG,DOBERMAN PINSCH,2,"(47.25289, -122.488232)",1
ARNIE,DOG,POODLE STND,2,"(47.260099, -122.468958)",1
WINSTON,DOG,WELSH CORGI PEM,2,"(47.255788, -122.534852)",1
,DOG,PAPILLON,3,"(47.220774, -122.456472)",1
TUCKER,DOG,LABRADOR RETR,1,"(47.283409, -122.374437)",1
SHORTY,DOG,CHIHUAHUA SH,4,"(47.223703, -122.418215)",1
ROCKY,DOG,AMERICAN STAFF,1,"(47.244092, -122.464139)",1
ROSIE,DOG,GOLDEN RETR,3,"(47.205026, -122.47137)",1
TEDDI,DOG,BRUSS GRIFFON,4,"(47.228558, -122.430359)",1
MAGGIE,DOG,LABRADOR RETR,1,"(47.290877, -122.37522)",1
HUGO,DOG,MASTIFF,4,"(47.228577, -122.409552)",1
GRIZZ,DOG,SHIH TZU,2,"(47.282077, -122.49272)",1
WOODY,DOG,COCKER SPAN,2,"(47.259425, -122.460987)",1
KITKAT,CAT,DOMESTIC SH,4,"(47.227677, -122.431042)",1
PEPPER,DOG,SCHNAUZER STAND,4,"(47.177105, -122.451045)",1
CHIP,DOG,LABRADOR RETR,1,"(47.274524, -122.359175)",1
AUDREY,CAT,DOMESTIC SH,2,"(47.257051, -122.472062)",1
HANK,CAT,DOMESTIC SH,2,"(47.295668, -122.522652)",1
DORITO,DOG,PUG,4,"(47.225692, -122.396698)",1
KODA,DOG,BORDER COLLIE,2,"(47.264441, -122.454918)",1
PACO,DOG,CHIHUAHUA SH,1,"(47.287754, -122.375602)",1
ROCKY,DOG,AMERICAN STAFF,2,"(47.267678, -122.50422)",1
ZUZU,CAT,DOMESTIC LH,2,"(47.263045, -122.466783)",1
PUMPKIN,CAT,DOMESTIC SH,0,"(47.215666, -122.477672)",1
MATILDA,DOG,SHIH TZU,4,"(47.19502, -122.440962)",1
BRUNO,CAT,DOMESTIC MH,2,"(47.270777, -122.49372)",1
MAX,CAT,DOMESTIC SH,4,"(47.181703, -122.444374)",1
GOOROOM,DOG,KOREAN JINDO,4,"(47.175888, -122.460622)",1
ZEUS,DOG,MASTIFF,2,"(47.271318, -122.512032)",1
BONBON,DOG,SCHNAUZER STAND,4,"(47.177105, -122.451045)",1
MOON,CAT,DOMESTIC SH,2,"(47.287746, -122.508412)",1
MADI,DOG,AMER BULLDOG,3,"(47.206648, -122.466142)",1
CARGO,DOG,DACHSHUND,2,"(47.255606, -122.501971)",1
ALASKA,DOG,SIBERIAN HUSKY,2,"(47.267777, -122.47342)",1
,DOG,POMERANIAN,4,"(47.203277, -122.40162)",1
TROY,DOG,PUG,4,"(47.214914, -122.440152)",1
SIMBA,DOG,SCHNAUZER MIN,4,"(47.19994, -122.449444)",1
JACQUE,CAT,DOMESTIC SH,2,"(47.258377, -122.49002)",1
SLIM,DOG,AUST CATTLE DOG,2,"(47.260422, -122.513572)",1
HEATHER,DOG,BORDER TERRIER,2,"(47.262354, -122.476007)",1
,DOG,LABRADOR RETR,5,"(47.236774, -122.50832)",1
,DOG,CHIHUAHUA SH,4,"(47.231838, -122.401372)",1
DAKOTA,DOG,LABRADOR RETR,,"(47.299488, -122.505942)",1
OSCAR,DOG,SCHNAUZER MIN,1,"(47.311378, -122.41102)",1
GEORGE,DOG,BASSET HOUND,4,"(47.175328, -122.422502)",1
PIKACHU,CAT,DOMESTIC SH,4,"(47.177198, -122.43702)",1
OREO,DOG,COCKER SPAN,1,"(47.307667, -122.413788)",1
JESSIE,CAT,DOMESTICMEDHAIR,2,"(47.257434, -122.461319)",1
BUCKY,DOG,BORDER COLLIE,2,"(47.295658, -122.527401)",1
HOBBESS,DOG,PIT BULL,1,"(47.24109, -122.451132)",1
THEO,DOG,GERM SH POINT,4,"(47.186638, -122.425562)",1
ZAZ,CAT,SCOTTISH FOLD,1,"(47.300768, -122.394182)",1
CHLOE,DOG,MALTESE,2,"(47.244177, -122.49472)",1
ARYA,CAT,DOMESTIC SH,2,"(47.260298, -122.47812)",1
BELLA,DOG,AM PIT BULL TER,4,"(47.210177, -122.427682)",1
NYA,CAT,DOMESTIC MH,2,"(47.277272, -122.51243)",1
,CAT,DOMESTIC LH,1,"(47.236377, -122.46442)",1
LILLIAN,DOG,ANATOL SHEPHERD,2,"(47.257677, -122.48742)",1
DOVER,DOG,CHESA BAY RETR,2,"(47.270738, -122.464912)",1
JASMINE,CAT,DOMESTIC LH,,"(47.275177, -122.51702)",1
RAMBLER,DOG,PIT BULL,1,"(47.251988, -122.455772)",1
TEDDY,CAT,DOMESTIC LH,3,"(47.22027, -122.453526)",1
ZENA,DOG,LABRADOR RETR,3,"(47.192115, -122.470172)",1
BELLA,DOG,YORKSHIRE TERR,4,"(47.212277, -122.44222)",1
SUMI,CAT,DOMESTIC LH,2,"(47.266689, -122.489595)",1
STANLEY PARK,DOG,LABRADOR RETR,2,"(47.253593, -122.497111)",1
,CAT,DOMESTIC SH,2,"(47.253248, -122.473852)",1
COACH,DOG,BOXER,2,"(47.256878, -122.48832)",1
DASHER,DOG,YORKSHIRE TERR,1,"(47.276242, -122.372768)",1
MANNY,CAT,DOMESTIC LH,2,"(47.258714, -122.491416)",1
BLU,CAT,SIAMESE,4,"(47.203073, -122.446812)",1
SNICKERS,DOG,BEAGLE,1,"(47.2421, -122.455761)",1
,DOG,AUST SHEPHERD,2,"(47.246777, -122.47592)",1
SEVEN,CAT,DOMESTIC SH,4,"(47.211616, -122.448066)",1
GOJO,DOG,PUG,4,"(47.171577, -122.45042)",1
TWINK,CAT,DOMESTIC SH,2,"(47.265744, -122.473625)",1
LADY,DOG,LABRADOR RETR,3,"(47.200888, -122.47812)",1
SPOT,DOG,DALMATIAN,4,"(47.210166, -122.430427)",1
CHIQUITA,DOG,CHIHUAHUA SH,4,"(47.214478, -122.423082)",1
TRES,DOG,CHIHUAHUA SH,4,"(47.209328, -122.439522)",1
KAOS,DOG,PIT BULL,4,"(47.227102, -122.419287)",1
BROWNIE,DOG,POMERANIAN,1,"(47.284877, -122.377201)",1
MIDNA,CAT,DOMESTIC MH,3,"(47.225378, -122.505172)",1
LEVITRA,CAT,DOMESTIC MH,,"(47.213777, -122.47372)",1
NO NAME,DOG,PIT BULL,3,"(47.216403, -122.474065)",1
DALIN,DOG,PIT BULL,1,"(47.24109, -122.451132)",1
BLUE,DOG,PIT BULL,1,"(47.285577, -122.37192)",1
LEXI,DOG,CHIHUAHUA LH,4,"(47.193948, -122.408602)",1
KEIKO,DOG,LABRADOR RETR,4,"(47.209328, -122.439522)",1
YURI,CAT,DOMESTIC SH,2,"(47.252369, -122.481187)",1
OLLIE,DOG,SHIH TZU,2,"(47.266133, -122.486451)",1
CARMELLO,DOG,LABRADOR RETR,4,"(47.230677, -122.42672)",1
WILLY,CAT,PIXIEBOB SH,3,"(47.22027, -122.453526)",1
KILLA,CAT,DOMESTIC SH,1,"(47.250249, -122.454682)",1
ELLIE,DOG,LABRADOR RETR,2,"(47.253148, -122.466033)",1
MAGGIE,DOG,LHASA APSO,4,"(47.182886, -122.427194)",1
KOBE,DOG,LABRADOR RETR,4,"(47.204348, -122.437882)",1
FRYE,CAT,DOMESTIC LH,4,"(47.173198, -122.46362)",1
GRACE,DOG,LABRADOR RETR,2,"(47.250477, -122.46732)",1
GRETTA,DOG,GERM SHEPHERD,2,"(47.258266, -122.496527)",1
FEISTY,CAT,DOMESTIC SH,1,"(47.276407, -122.373815)",1
GIZMO,DOG,BICHON FRISE,2,"(47.280633, -122.508785)",1
PAUL,CAT,DOMESTIC SH,4,"(47.175992, -122.444988)",1
DOT,CAT,DOMESTIC SH,3,"(47.199458, -122.50002)",1
TRISTAN,DOG,DACHSHUND,1,"(47.247639, -122.447387)",1
GEORGIA,CAT,DOMESTIC SH,2,"(47.270754, -122.474127)",1
,DOG,GOLDEN RETR,3,"(47.225139, -122.470128)",1
KUMA,DOG,FRENCH BULLDOG,2,"(47.263877, -122.489242)",1
PRINCESS,DOG,SHIH TZU,2,"(47.256677, -122.54452)",1
BRODY,DOG,SHIH TZU,2,"(47.260189, -122.502951)",1
OLIVER,DOG,LABRADOR RETR,2,"(47.263373, -122.536779)",1
DOTTIE,DOG,DACHSHUND,4,"(47.197543, -122.432224)",1
RUDY,DOG,CHIHUAHUA SH,5,"(47.223418, -122.508266)",1
SNOOKI,DOG,MALTESE,4,"(47.229484, -122.418755)",1
TINDER,DOG,ALASKAN HUSKY,2,"(47.273477, -122.48522)",1
KITTY,CAT,DOMESTIC LH,1,"(0, 0)",1
DARTA,DOG,SCHNAUZER MIN,4,"(47.191758, -122.440862)",1
BUDDY,DOG,POMERANIAN,2,"(47.255488, -122.476532)",1
THOR,DOG,PIT BULL,3,"(47.195677, -122.493122)",1
REESES,DOG,BOXER,4,"(47.188549, -122.438922)",1
IZZY,DOG,TIBETAN TERR,2,"(47.251577, -122.47382)",1
LAKSUMI,CAT,DOMESTIC SH,1,"(47.253077, -122.45822)",1
ROO,DOG,AUST SHEPHERD,2,"(47.28011, -122.489144)",1
MISTY,CAT,DOMESTIC SH,2,"(47.267677, -122.49242)",1
RILEY,DOG,PIT BULL,,"(47.190798, -122.39482)",1
NILES,CAT,MAINE COON,,"(47.213777, -122.47372)",1
TIBBIE,CAT,DOMESTIC SH,4,"(47.227499, -122.416594)",1
LEVI,DOG,GOLDEN RETR,2,"(47.273477, -122.48522)",1
SIMPSON,CAT,DOMESTIC SH,2,"(47.264177, -122.44592)",1
BOO,CAT,DOMESTIC SH,1,"(47.299412, -122.411251)",1
BELLE,DOG,COCKER SPAN,4,"(47.205749, -122.439353)",1
INDIANA,DOG,LABRADOR RETR,3,"(47.205272, -122.480636)",1
ANNIE,CAT,DOMESTIC SH,2,"(47.285365, -122.495307)",1
HERSHEY,DOG,AUST SHEPHERD,4,"(47.171138, -122.461002)",1
ROCKET,DOG,CHIHUAHUA SH,1,"(47.249748, -122.441112)",1
PORTERHOUSE,DOG,BOXER,2,"(47.244677, -122.55332)",1
JAMIE,DOG,SHETLD SHEEPDOG,4,"(47.225918, -122.417682)",1
ODIE,DOG,SCOT TERRIER,5,"(47.219588, -122.525279)",1
LEMON,CAT,DOMESTIC SH,,"(47.219748, -122.40442)",1
LUKE,DOG,CHESA BAY RETR,2,"(47.283468, -122.518182)",1
,CAT,DOMESTIC MH,2,"(47.263077, -122.46612)",1
WILSON,DOG,CHIHUAHUA SH,4,"(47.192773, -122.43292)",1
CHAOS,CAT,DOMESTIC SH,2,"(47.293499, -122.518751)",1
MISHA,CAT,DOMESTIC SH,4,"(47.201077, -122.415602)",1
SADIE,DOG,BICHON FRISE,2,"(47.262425, -122.492172)",1
SOPHIE,DOG,YORKSHIRE TERR,2,"(47.247277, -122.51132)",1
TULIP,DOG,MASTIFF,2,"(47.272048, -122.518862)",1
KING,DOG,PIT BULL,3,"(47.211077, -122.46432)",1
JUNE,CAT,DOMESTIC SH,0,"(47.213738, -122.473742)",1
PERCY,CAT,DOMESTIC SH,2,"(47.266622, -122.457144)",1
SADIE,DOG,LABRADOR RETR,1,"(47.290184, -122.376652)",1
MR.MISTER,CAT,DOMESTIC SH,3,"(47.182863, -122.459983)",1
OLIVER,DOG,AMERICAN STAFF,1,"(47.241658, -122.44822)",1
CLEMENTINE,CAT,DOMESTIC SH,2,"(47.256128, -122.471582)",1
NANUQ,DOG,SIBERIAN HUSKY,3,"(47.215848, -122.457166)",1
CANDY,DOG,SCHNAUZER MIN,4,"(47.191758, -122.440862)",1
EDGAR,CAT,DOMESTIC MH,3,"(47.199077, -122.47932)",1
BANDIT,DOG,COTON DE TULEAR,2,"(47.275477, -122.46872)",1
SANTINO,DOG,PUG,4,"(47.195345, -122.448271)",1
JAXS,DOG,SCHNAUZER MIN,4,"(47.198358, -122.425057)",1
SIMONA,CAT,DOMESTIC SH,3,"(47.215668, -122.477672)",1
NO NAME,CAT,DOMESTIC SH,5,"(47.238008, -122.521622)",1
JARED,CAT,DOMESTIC SH,2,"(47.263447, -122.460747)",1
MISCHIEF,CAT,DOMESTIC SH,3,"(47.199115, -122.478241)",1
PERSEUS,DOG,AUST SHEPHERD,4,"(47.190677, -122.45112)",1
CURLY,DOG,COCKER SPAN,5,"(47.223418, -122.508266)",1
LUNA,CAT,DOMESTIC SH,2,"(47.263777, -122.457102)",1
SCARF,DOG,SHIH TZU,2,"(47.265458, -122.45002)",1
NELLIE,DOG,AUST CATTLE DOG,2,"(47.254677, -122.47402)",1
ROCCO,DOG,DACHSHUND,2,"(47.255948, -122.478522)",1
,DOG,SHIH TZU,2,"(47.267677, -122.50292)",1
BULLY,DOG,PIT BULL,3,"(47.222177, -122.45322)",1
JASMINE,DOG,YORKSHIRE TERR,2,"(47.291888, -122.514878)",1
PEETRI,DOG,MALTESE,,"(47.214308, -122.478122)",1
ARCHIE,DOG,BORDER COLLIE,2,"(47.275858, -122.495322)",1
COOKIE,DOG,HAVANESE,3,"(47.220268, -122.458312)",1
AUSTIN,CAT,DOMESTIC SH,2,"(47.264548, -122.447382)",1
FLUFFY,CAT,DOMESTIC LH,3,"(47.208534, -122.453964)",1
BETTY,DOG,PARSON RUSS TER,4,"(47.230185, -122.398564)",1
KITTYKITTYMEWMEW,CAT,DOMESTIC SH,2,"(47.251601, -122.473341)",1
AESOP,DOG,AUST SHEPHERD,5,"(47.236577, -122.51022)",1
WALLY,DOG,SHIH TZU,2,"(47.277377, -122.48462)",1
